01/28/2022,-32.72,*,,TARGET.COM * 800-591-3869 MN S582027682942511 CARD 9179,Groceries
01/28/2022,-23.04,*,,CHICK-FIL-A #0169 GRAND JCT CO S302026702981567 CARD 9179,Eating Out
01/28/2022,-8.67,*,,CHICK-FIL-A #0169 GRAND JCT CO S302026701819249 CARD 1003,Eating Out
01/28/2022,1155.53,*,,City of Grand Ju PP2 2022 13414 Seth M Ely,
01/27/2022,-106.88,*,,TARGET T- 2424 Highway Grand Junctio CO P000000670014535 CARD 9179,Groceries
01/27/2022,-18.43,*,,HOMEGOODS 2434 HWY 6 & GRAND JUNCTIO CO P000000377489653 CARD 9179,
01/27/2022,-18.01,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S302025624170605 CARD 9179,Coffee
01/26/2022,-54.19,*,,OLD NAVY ON-LINE 800-6536289 OH S382023228669645 CARD 9179,Clothes $
01/25/2022,-171.48,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000636257688 CARD 9179,Groceries
01/25/2022,-39.35,*,,TARGET 0000 GRAND JUNCTIO CO S462024858849563 CARD 9179,Groceries
01/25/2022,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S382024817323086 CARD 9179,Counseling
01/25/2022,-16.33,*,,JIMMY'Z HAMBURGERS 970-2438551 CO S462024761107539 CARD 9179,Eating Out
01/24/2022,-5.42,*,,DOLLAR TR 2535 RIMROCK GRAND JUNCTIO CO P000000674700274 CARD 9179,
01/24/2022,-42.29,*,,T J MAXX 2464 HWY. 6 GRAND JUNCTIO CO P000000731644830 CARD 9179,Clothes $
01/24/2022,-38.00,*,,ZOUP EATERY - 7TH GRAND JUNCTIO CO S462023699958491 CARD 1003,Eating Out
01/24/2022,-11.10,*,,"COPEKA COFFEE, Grand Junctio CO S462023565263149 CARD 9179",Coffee
01/24/2022,-8.65,*,,Roku for Funimatio 816-2728107 DE S462023376266067 CARD 1003,Netflix/Spotify
01/24/2022,-13.67,*,,Amazon Prime*CX9QE Amzn.com/bill WA S382023102795942 CARD 1003,
01/24/2022,-11.10,*,,"COPEKA COFFEE, Grand Junctio CO S462022642156947 CARD 9179",Coffee
01/24/2022,-5.20,*,,HOME STYLE BAKERY GRAND JUNCTIO CO S582022635194661 CARD 9179,Eating Out
01/24/2022,-96.66,*,,VZWRLSS*APOCC VISE 800-922-0204 FL S302022329760730 CARD 1003,Phone Bill
01/24/2022,-6.13,*,,WM SUPERC Wal-Mart Sup GRAND JUNCTIO CO P000000030288825 CARD 1003,Groceries
01/24/2022,-37.72,*,,TST* Pablos Pizza Grand Junctio CO S382022047572493 CARD 1003,Eating Out
01/24/2022,-16.00,*,,CAR WASH USA EXPRE GRAND JUNCTIO CO S302020725891151 CARD 9179,Misc.
01/24/2022,-0.60,*,,PAS*PASSPT GJUNCN 704-817-2500 NC S302020694029152 CARD 1003,
01/21/2022,-4.20,*,,MAIN STREET BAGELS 970-2412740 CO S582020713208980 CARD 9179,Eating Out
01/21/2022,-24.00,*,,MAIN STREET BAGELS 970-2412740 CO S302020696619972 CARD 1003,Eating Out
01/21/2022,-8.67,*,,COLORADO BABY 970-2420132 CO S462020693662593 CARD 9179,Baby
01/21/2022,-50.00,*,,RELIANT MISSION WWW.RELIANT.O FL S462020456358686 CARD 1003,Give Away
01/20/2022,-8.03,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S382018663738821 CARD 9179,Coffee
01/19/2022,-75.15,*,,STATE FARM RO 27 SFPP 08 S 1149428708 SETH ELY,Insurance
01/19/2022,-75.95,*,,O'REILLY AUTO PARTS 5749 GRAND JUNCTIO CO P582019849468589 CARD 1003,Gas/Oil
01/19/2022,-22.65,*,,MAIN STREET BAGELS 970-2412740 CO S462018677203360 CARD 9179,Eating Out
01/19/2022,-55.00,*,,MITCHELL CHIROPRAC GRAND JUNCTIO CO S582018655067918 CARD 9179,Health
01/19/2022,-11.26,*,,WENDY'S 3735 GRAND JUNCTIO CO S582017708981556 CARD 9179,Eating Out
01/18/2022,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S382017700013485 CARD 9179,Counseling
01/18/2022,-13.85,*,,DOLLAR TR 2535 RIMROCK GRAND JUNCTIO CO P000000974549305 CARD 9179,
01/18/2022,-7.58,*,,HOBBY HUT MODELS GRAND JUNCTIO CO S382017681793788 CARD 9179,Baby
01/18/2022,-13.00,*,,"COPEKA COFFEE, Grand Junctio CO S302017653156348 CARD 9179",Coffee
01/18/2022,-15.17,*,,MCDONALD'S F7780 GRAND JUNCTIO CO S582017627417695 CARD 9179,Eating Out
01/18/2022,-10.80,*,,"COPEKA COFFEE, Grand Junctio CO S462016560056369 CARD 9179",Coffee
01/18/2022,-18.75,*,,CRUMBL OREM UT S302016131636161 CARD 1003,Eating Out
01/18/2022,-48.00,*,,OUTBACK #0621 GRAND JUNCTIO CO S582016081036083 CARD 1003,Eating Out
01/18/2022,-19.52,*,,JB HART MUSIC CO INC GRAND JUNCTIO CO P582015652428187 CARD 1003,Sethy $
01/18/2022,-47.35,*,,MAIN STREET BAGELS 970-2412740 CO S582015652205289 CARD 9179,Eating Out
01/18/2022,-35.50,*,,AMZN Mktp US*8278P Amzn.com/bill WA S462015195442649 CARD 1003,
01/18/2022,-10.81,*,,Spotify USA 877-7781161 NY S382015099669905 CARD 1003,Netflix/Spotify
01/18/2022,-16.23,*,,NINTENDO *AMERI 800-255-3700 WA S302014103251716 CARD 1003,Sethy $
01/18/2022,-10.81,*,,PARAMOUNT+ 888-274-5343 CA S462014018659027 CARD 1003,Netflix/Spotify
01/18/2022,-20.67,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S462013666593664 CARD 9179,Coffee
01/18/2022,-21.03,*,,AMZN Mktp US*LM858 Amzn.com/bill WA S302012581567675 CARD 1003,
01/18/2022,3846.13,*,,ATM CHECK DEPOSIT ON 01/15 2415 PATTERSON RD Grand Junctio CO 0005756 ATM ID 9977R CARD 1003,
01/14/2022,-99.00,*,,MITCHELL CHIROPRAC GRAND JUNCTIO CO S582013657033169 CARD 9179,Health
01/14/2022,-16.22,*,,Roku for WarnerMed 816-2728107 DE S462013394042247 CARD 1003,Netflix/Spotify
01/14/2022,-67.02,*,,URBAN GIRLS SALON GRAND JCT CO S582012831621542 CARD 9179,Lisey $
01/14/2022,100.00,*,,City of Grand Ju PP01 2022 13414 Seth M Ely,
01/13/2022,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
01/13/2022,186.21,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
01/13/2022,-12.73,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000976995285 CARD 9179,Groceries
01/13/2022,-65.10,*,,TA EXPRESS GRAND GRAND JUNCTIO CO P000000181787953 CARD 1003,
01/13/2022,-78.90,*,,"SHOEBACCA, LTD 888-446-1788 TX S582013191418958 CARD 9179",Clothes $
01/13/2022,-39.00,*,,MAIN STREET BAGELS 970-2412740 CO S462012684587055 CARD 1003,Eating Out
01/13/2022,-15.17,*,,WENDY'S 3735 GRAND JUNCTIO CO S302012147976141 CARD 9179,Eating Out
01/13/2022,-22.48,*,,GUITARCENTER.COM I 866-498-7882 CA S302011829228514 CARD 1003,Sethy $
01/12/2022,-30.58,*,,SPROUTS FARMERS MKT#324 GRAND JUNCTIO CO P462012842556044 CARD 9179,Groceries
01/12/2022,300.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0DBX25KK ON 01/12/22,
01/11/2022,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
01/11/2022,37.50,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
01/11/2022,-68.00,*,,ZYBOOK COLLEGE TXT HTTPSWWW.ZYBO CA S302010768780844 CARD 1003,
01/11/2022,-50.00,*,,MARATHON HEALTH 866-4343255 VT S582010729147190 CARD 1003,Health
01/11/2022,-28.86,*,,VILLAGE INN REST 0 GRAND JUNCTIO CO S582010154002280 CARD 1003,
01/11/2022,-47.86,*,,STINKER #323 GRAND JUNCTIO CO S582009715460372 CARD 1003,Gas/Oil
01/11/2022,-36.66,*,,ZOUP EATERY - 7TH GRAND JUNCTIO CO S582009693971921 CARD 1003,Eating Out
01/10/2022,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
01/10/2022,177.51,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
01/10/2022,-3.00,*,,Subscription Acorns 011022 3WV213 Elise Ely,Lisey $
01/10/2022,-179.09,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000177743106 CARD 9179,Groceries
01/10/2022,-85.08,*,,KOHLS 0025 636 MARKET ST GRAND JUNCTIO CO P382010828064425 CARD 9179,Clothes $
01/10/2022,-5.40,*,,APPLE.COM/BILL 866-712-7753 CA S302009706805919 CARD 1003,Netflix/Spotify
01/10/2022,-9.20,*,,"COPEKA COFFEE, Grand Junctio CO S382009557636912 CARD 9179",Coffee
01/10/2022,-37.63,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000487055223 CARD 9179,Groceries
01/10/2022,-32.00,*,,PABLOS PIZZA FRUIT FRUITA CO S302008051281717 CARD 1003,Eating Out
01/10/2022,-15.78,*,,AMZN Mktp US*L49R0 Amzn.com/bill WA S382005612928734 CARD 1003,
01/10/2022,300.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0DBGYFJH ON 01/09/22,
01/10/2022,25.00,*,,JPMC FBO InstaMe INSTAMED A 021000020990421 Seth Ely,Health
01/07/2022,-62.44,*,,TARGET 0000 GRAND JUNCTIO CO S302006740964060 CARD 9179,Groceries
01/07/2022,-10.00,*,,"COPEKA COFFEE, Grand Junctio CO S302006678802225 CARD 9179",Coffee
01/07/2022,-11.40,*,,"COPEKA COFFEE, Grand Junctio CO S582006676652691 CARD 9179",Coffee
01/07/2022,-28.41,*,,AMZN Mktp US*B703W Amzn.com/bill WA S302003025539361 CARD 1003,
01/06/2022,-38.34,*,,ZOUP EATERY - 7TH GRAND JUNCTIO CO S582006053268769 CARD 9179,Eating Out
01/06/2022,-27.35,*,,BULLY'S HOT DO Fruita CO S302005583802833 CARD 1003,Eating Out
01/06/2022,-73.68,*,,Amazon.com*2J90U2V Amzn.com/bill WA S462005215265268 CARD 1003,
01/05/2022,-11.92,*,,CHICK-FIL-A #0169 GRAND JCT CO S582003631733883 CARD 9179,Eating Out
01/04/2022,-24.24,*,,"COPEKA COFFEE, Grand Junctio CO S582003623448854 CARD 9179",Coffee
01/04/2022,-11.70,*,,"COPEKA COFFEE, Grand Junctio CO S582003615601966 CARD 9179",Coffee
01/04/2022,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S582003611186907 CARD 9179,Counseling
01/03/2022,-5.00,*,,Acorns Invest Transfer 010322 N2400X Elise Ely,Misc.
01/03/2022,-153.18,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000270366204 CARD 9179,Groceries
01/03/2022,-14.06,*,,HLU*Hulu 859581140 HULU.COM/BILL CA S462002195007109 CARD 1003,Netflix/Spotify
01/03/2022,-4.50,*,,"COPEKA COFFEE, Grand Junctio CO S462001749514115 CARD 1003",Coffee
01/03/2022,-7.56,*,,DisneyPLUS 888-9057888 CA S582001186617724 CARD 1003,Netflix/Spotify
01/03/2022,-4.20,*,,Prime Video*HF0X33 888-802-3080 WA S582001157559552 CARD 1003,Netflix/Spotify
01/03/2022,-55.00,*,,REVIVE ESSENTIAL O 415-340-2851 CA S461365861594887 CARD 1003,Misc.
01/03/2022,-1.63,*,,T J MAXX #1299 GRAND JUNCTIO CO S381365694016054 CARD 1003,Clothes $
01/03/2022,-5.00,*,,"COPEKA COFFEE, Grand Junctio CO S381365678680439 CARD 1003",Coffee
01/03/2022,-21.36,*,,"COPEKA COFFEE, Grand Junctio CO S301365671240125 CARD 1003",Coffee
01/03/2022,-29.08,*,,PHILLIPS 66 - ALTA GRAND JUNCTIO CO S581365663464472 CARD 1003,
01/03/2022,-5.34,*,,DEN AUNTIE ANNE'S DENVER CO S381364620572071 CARD 9179,Eating Out
01/03/2022,-2.40,*,,DEN SAY SI BON DENVER CO S581364554982834 CARD 9179,Eating Out
01/03/2022,-13.45,*,,STARBUCKS C CNTR D DENVER CO S381364518416876 CARD 9179,Coffee
01/03/2022,-167.94,*,,U-HAUL MOVING & ST 800-789-3638 CO S461364441114601 CARD 1003,Misc.
01/03/2022,-34.99,*,,ARMY/NAVY SHOP 856-9065595 NJ S381357668691295 CARD 1003,Christmas $
12/31/2021,-37.98,*,,KOHLS 0025 636 MARKET ST GRAND JUNCTIO CO P581365716837143 CARD 1003,Clothes $
12/31/2021,-29.70,*,,BEST BUY 00011247 GRAND JUNCTIO CO P581365705044078 CARD 1003,Major Purchases
12/31/2021,-31.60,*,,NATURAL GROCERS GRAND JUNCTIO CO P000000889763566 CARD 1003,Groceries
12/31/2021,-43.44,*,,T J MAXX 2464 HWY. 6 GRAND JUNCTIO CO P000000983517894 CARD 1003,Clothes $
12/31/2021,-121.45,*,,NTTA ONLINE 972-818-6882 TX S461364683009699 CARD 1003,Misc.
12/31/2021,-22.86,*,,MCDONALD'S F13569 DENVER CO S581364482006963 CARD 9179,Eating Out
12/31/2021,-10.00,*,,QUALITY INNS AURORA CO S581364071601565 CARD 9179,Vacation Fund
12/31/2021,-7.19,*,,IAH KPRC 2 TRAVEL HOUSTON TX S381363695769672 CARD 9179,Vacation Fund
12/31/2021,-7.58,*,,BLAZE PIZZA A IAH HOUSTON TX S581363681268579 CARD 9179,Eating Out
12/31/2021,-24.30,*,,BLAZE PIZZA A IAH HOUSTON TX S581363678179840 CARD 9179,Eating Out
12/31/2021,860.00,*,,ZELLE FROM ELY M ON 12/31 REF # PP0D8B66M2 MONTH OF JANUARY,Misc.
12/30/2021,-34.31,*,,THAI CHILI & SUSHI clover.com CO S461364080430127 CARD 1003,Eating Out
12/30/2021,-9.73,*,,Netflix.com 408-5403700 CA S461363431465682 CARD 1003,Netflix/Spotify
12/30/2021,-5.03,*,,STARBUCKS STORE 62 MONTGOMERY TX S581362616626923 CARD 9179,Coffee
12/30/2021,-20.89,*,,STARBUCKS STORE 62 MONTGOMERY TX S581362607650318 CARD 9179,Coffee
12/30/2021,200.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0D844MKN ON 12/30/21,
12/30/2021,100.00,*,,City of Grand Ju PP26 2021 13414 Seth M Ely,
12/28/2021,-12.01,*,,3DS DELI MONTGOMERY TX P000000970568851 CARD 9179,Eating Out
12/28/2021,-9.80,*,,TEXACO 0307418 MONTGOMERY TX S461361809441770 CARD 9179,Gas/Oil
12/27/2021,-12.96,*,,ORBIT #3 MONTGOMERY TX P000000577430718 CARD 9179,
12/27/2021,-21.32,*,,Etsy.com - PeraSto 718-8557955 NY S381360765852671 CARD 9179,
12/27/2021,-2.75,*,,COCA COLA SOUTHPOI HOUSTON TX S581359570942833 CARD 1003,Eating Out
12/27/2021,-2.75,*,,COCA COLA SOUTHPOI HOUSTON TX S301359570720589 CARD 1003,Eating Out
12/27/2021,-1.85,*,,FRESH BREW GROUP HOUSTON TX S301359570496305 CARD 1003,Eating Out
12/27/2021,-23.08,*,,MCDONALD'S F13569 DENVER CO S381359443934948 CARD 9179,Eating Out
12/27/2021,-36.00,*,,THAI CHILI & SUSHI DENVER CO S461359108464495 CARD 1003,Eating Out
12/27/2021,-2.00,*,,HAMPTON INNS DENVER CO S581359096806307 CARD 1003,Vacation Fund
12/27/2021,-5.48,*,,AIRFLY Montrose CO S301358850688345 CARD 9179,
12/27/2021,-101.98,*,,HOTELSCOM917873009 HOTELS.COM WA S581358830152928 CARD 1003,Vacation Fund
12/27/2021,-13.61,*,,AIRFLY Montrose CO S461358806710362 CARD 9179,
12/27/2021,-3.98,*,,AIRFLY Montrose CO S581358792893253 CARD 1003,
12/27/2021,-8.98,*,,THE COFFEE TRA Montrose CO S461358732511064 CARD 1003,Coffee
12/27/2021,-46.24,*,,AIRFLY Montrose CO S461358713959944 CARD 9179,
12/27/2021,-4.88,*,,THE COFFEE TRA Montrose CO S581358711698623 CARD 9179,Coffee
12/27/2021,-48.00,*,,RPS MONTROSE MONTROSE CO S381358686877457 CARD 1003,
12/27/2021,400.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0D733M65 ON 12/25/21,
12/24/2021,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
12/24/2021,82.05,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
12/24/2021,-15.60,*,,CITY MARKET #0451 GRAND JUNCTIO CO S301357743439532 CARD 1003,Groceries
12/24/2021,-8.65,*,,Roku for Funimatio 816-2728107 DE S301357544409758 CARD 1003,Netflix/Spotify
12/24/2021,-13.94,*,,TST* COSTA VIDA - GRAND JUNCTIO CO S461357034951971 CARD 9179,Eating Out
12/24/2021,-43.98,*,,AMZN Mktp US*NL86Q Amzn.com/bill WA S581356124484382 CARD 1003,
12/23/2021,-28.18,*,,T J MAXX 2464 HWY. 6 GRAND JUNCTIO CO P000000783384595 CARD 1003,Clothes $
12/23/2021,-13.67,*,,Amazon Prime*0S6PE Amzn.com/bill WA S301357086230186 CARD 1003,
12/23/2021,-14.52,*,,MCDONALD'S F7604 GRAND JUNCTIO CO S301357066156924 CARD 1003,Eating Out
12/23/2021,-11.10,*,,"COPEKA COFFEE, Grand Junctio CO S581356642934058 CARD 9179",Coffee
12/23/2021,-82.09,*,,CHEWY.COM 800-672-4399 FL S381356628928843 CARD 9179,Misc.
12/23/2021,-81.73,*,,VZWRLSS*APOCC VISE 800-922-0204 FL S581356343549964 CARD 1003,Phone Bill
12/23/2021,250.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0D6KXJ4J ON 12/23/21,
12/22/2021,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
12/22/2021,304.41,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
12/22/2021,-22.14,*,,BEST BUY 00011247 GRAND JUNCTIO CO P461357061034126 CARD 1003,Major Purchases
12/22/2021,-53.70,*,,ULTA #313 GRAND JUNCTIO CO P000000275618388 CARD 9179,Lisey $
12/22/2021,-39.06,*,,TARGET T- 2424 Highway Grand Junctio CO P000000682255967 CARD 1003,Groceries
12/22/2021,-79.65,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000789256743 CARD 9179,Groceries
12/22/2021,-6.80,*,,"COPEKA COFFEE, Grand Junctio CO S301355650000503 CARD 9179",Coffee
12/22/2021,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S461355644879457 CARD 9179,Counseling
12/22/2021,-30.71,*,,PIZZA HUT 035975 https://ipcha CO S581355038162374 CARD 1003,Eating Out
12/22/2021,150.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0D6BYCS5 ON 12/22/21,
12/21/2021,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
12/21/2021,48.28,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
12/21/2021,-75.15,*,,STATE FARM RO 27 SFPP 08 S 1149428708 SETH ELY,Insurance
12/21/2021,-10.46,*,,JUICE N JAVA Grand Junctio CO S301354786551046 CARD 9179,Coffee
12/21/2021,-50.00,*,,RELIANT MISSION WWW.RELIANT.O FL S461354430393231 CARD 1003,Give Away
12/21/2021,-60.38,*,,JIMMY'Z HAMBURGERS 970-2438551 CO S581354080486057 CARD 1003,Eating Out
12/20/2021,-11.10,*,,"COPEKA COFFEE, Grand Junctio CO S581353618604003 CARD 9179",Coffee
12/20/2021,-39.21,*,,KOHLS 0025 636 MARKET ST GRAND JUNCTIO CO P301352716397478 CARD 9179,Clothes $
12/20/2021,-48.00,*,,ROCKSLIDE RESTAURA GRAND JUNCTIO CO S381351044744840 CARD 1003,Eating Out
12/20/2021,-8.41,*,,AMAZON.COM*U34GE6Q AMZN.COM/BILL WA S301349139885770 CARD 1003,
12/17/2021,-14.67,*,,NATURAL GROCERS GRAND JUNCTIO CO P000000479828147 CARD 9179,Groceries
12/17/2021,-183.10,*,,SPROUTS FARMERS MKT#324 GRAND JUNCTIO CO P301351805635984 CARD 9179,Groceries
12/17/2021,-1.35,*,,MAIN STREET BAGELS 970-2412740 CO S301350732804589 CARD 9179,Eating Out
12/17/2021,-12.35,*,,MAIN STREET BAGELS 970-2412740 CO S301350731163186 CARD 9179,Eating Out
12/17/2021,100.00,*,,City of Grand Ju PP25 2021 13414 Seth M Ely,
12/16/2021,-25.00,*,,JPMC FBO InstaMe INSTAMED A 021000029390156 Seth Ely,Health
12/16/2021,-43.39,*,,TARGET T- 2424 Highway Grand Junctio CO P000000276343051 CARD 1003,Groceries
12/16/2021,-18.72,*,,"COPEKA COFFEE, Grand Junctio CO S581349678891139 CARD 9179",Coffee
12/16/2021,-16.08,*,,"COPEKA COFFEE, Grand Junctio CO S581349657581783 CARD 9179",Coffee
12/15/2021,-5001.99,*,,WESTERN UNION FI TRANSFER 211215 134788014916176 SETH ELY,Give Away
12/15/2021,-86.79,*,,TARGET T- 2424 Highway Grand Junctio CO P000000883308732 CARD 1003,Groceries
12/15/2021,-12.79,*,,REI #70 GRAND JUNCTION GRANDJUNCTION CO P000000881184744 CARD 9179,Sethy $
12/15/2021,-10.81,*,,SPOTIFY 877-778-1161 NY S581349099666763 CARD 1003,Netflix/Spotify
12/15/2021,-121.28,*,,SP * MASKSHEETS HTTPSMASKSHEE DE S381348744332285 CARD 9179,Lisey $
12/15/2021,-36.79,*,,Etsy.com - topcanv 718-8557955 NY S461348738754269 CARD 9179,
12/15/2021,-10.81,*,,PARAMOUNT+ 888-274-5343 CA S301348018649352 CARD 1003,Netflix/Spotify
12/15/2021,300.00,*,,"IRS TREAS 310 CHILDCTC 121521 XXXXXXXXXX00918 ELY, SETH M & ELISE A",
12/14/2021,-64.36,*,,CITY MARKET #025 630 24 R GRAND JUNCTIO CO P581348778230913 CARD 1003,Groceries
12/14/2021,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S461347703052198 CARD 9179,Counseling
12/14/2021,-22.30,*,,MAIN STREET BAGELS 970-2412740 CO S301347692678627 CARD 9179,Eating Out
12/14/2021,-5.11,*,,TRAILHEAD COFF Grand Junctio CO S381347648295835 CARD 9179,Coffee
12/14/2021,-16.22,*,,Roku for WarnerMed 816-2728107 DE S301347391732891 CARD 1003,Netflix/Spotify
12/14/2021,-4.29,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S461346814724595 CARD 9179,Coffee
12/14/2021,-85.98,*,,AMZN Mktp US*6X87I Amzn.com/bill WA S301346773303238 CARD 1003,
12/14/2021,-42.26,*,,THE HOG AND THE HE GRAND JCT CO S581346717476927 CARD 1003,Eating Out
12/13/2021,-90.63,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000786208980 CARD 9179,Groceries
12/13/2021,-82.53,*,,TARGET 0000 GRAND JUNCTIO CO S301346860365115 CARD 9179,Groceries
12/13/2021,-32.55,*,,T J MAXX 2464 HWY. 6 GRAND JUNCTIO CO P000000435864960 CARD 9179,Clothes $
12/13/2021,-21.07,*,,MICHAELS STORES 2749 2 GRND JUNCTION CO P000000781377809 CARD 9179,Lisey $
12/13/2021,-21.49,*,,eBay O*25-07993-82 San Jose CA S461346231344966 CARD 1003,
12/13/2021,-18.12,*,,CRUMBL OREM UT S461346071832283 CARD 1003,Eating Out
12/13/2021,-40.00,*,,BRECKENRIDGE ALE H GRAND JUNCTIO CO S461346063232071 CARD 1003,Eating Out
12/13/2021,-32.43,*,,Etsy.com - Multipl 718-8557955 NY S301345637493281 CARD 9179,
12/13/2021,-3.90,*,,"COPEKA COFFEE, Grand Junctio CO S381345615061689 CARD 1003",Coffee
12/13/2021,-4.76,*,,MCDONALD'S F7604 GRAND JUNCTIO CO S581345593638776 CARD 1003,Eating Out
